OrderID,DeliveryPartner,DeliveryDate,DeliveryStatus
1383,UPS,2023-06-10,Delivered
6034,USPS,2023-06-09,Pending
9716,DHL,2023-06-06,In Transit
2309,FedEx,2023-06-08,Pending
9209,DHL,2023-06-06,In Transit
7274,FedEx,2023-06-07,Delivered
1322,USPS,2023-06-08,In Transit
5301,DHL,2023-06-04,In Transit
1663,FedEx,2023-06-10,Pending
5718,USPS,2023-06-10,Delivered
2766,UPS,2023-06-07,Delivered
3829,FedEx,2023-06-08,In Transit
4599,USPS,2023-06-10,In Transit
6298,USPS,2023-06-07,Pending
6275,USPS,2023-06-10,Pending
5486,FedEx,2023-06-05,In Transit
3230,UPS,2023-06-05,Delivered
9891,UPS,2023-06-05,In Transit
1170,USPS,2023-06-04,Pending
8428,USPS,2023-06-05,Delivered
7247,UPS,2023-06-09,In Transit
8474,USPS,2023-06-09,In Transit
2150,FedEx,2023-06-07,In Transit
9569,DHL,2023-06-06,Pending
6052,USPS,2023-06-08,Pending
6625,FedEx,2023-06-09,In Transit
2987,UPS,2023-06-08,Delivered
4860,DHL,2023-06-09,In Transit
5168,DHL,2023-06-04,Pending
9108,UPS,2023-06-05,Delivered
4782,USPS,2023-06-05,Delivered
6780,DHL,2023-06-06,Delivered
7400,UPS,2023-06-06,Delivered
9253,DHL,2023-06-05,In Transit
6300,USPS,2023-06-07,Delivered
7725,USPS,2023-06-09,Pending
2244,DHL,2023-06-05,Delivered
8154,DHL,2023-06-08,Delivered
8385,USPS,2023-06-07,Delivered
7360,DHL,2023-06-05,Delivered
7842,USPS,2023-06-10,In Transit
5174,DHL,2023-06-05,In Transit
8257,USPS,2023-06-10,Pending
1343,UPS,2023-06-04,Pending
4145,USPS,2023-06-07,In Transit
7100,FedEx,2023-06-06,Delivered
1584,DHL,2023-06-08,Delivered
5597,USPS,2023-06-06,Pending
9143,UPS,2023-06-04,In Transit
8471,UPS,2023-06-10,Pending
7954,USPS,2023-06-06,Pending
6510,USPS,2023-06-04,Delivered
4700,DHL,2023-06-10,In Transit
8260,FedEx,2023-06-09,In Transit
2782,UPS,2023-06-10,Pending
3019,DHL,2023-06-08,Delivered
7454,DHL,2023-06-08,Delivered
8505,DHL,2023-06-07,In Transit
5456,DHL,2023-06-10,Pending
4053,USPS,2023-06-09,In Transit
5290,USPS,2023-06-10,Delivered
1565,DHL,2023-06-05,Delivered
4505,UPS,2023-06-07,In Transit
4388,UPS,2023-06-06,In Transit
3818,FedEx,2023-06-09,Delivered
2061,FedEx,2023-06-07,Pending
2141,UPS,2023-06-09,In Transit
4375,DHL,2023-06-09,In Transit
9893,FedEx,2023-06-08,Delivered
8490,DHL,2023-06-08,Pending
3659,DHL,2023-06-06,Delivered
1032,USPS,2023-06-09,Delivered
8715,FedEx,2023-06-09,Delivered
7019,FedEx,2023-06-04,Delivered
7311,FedEx,2023-06-07,Pending
8142,FedEx,2023-06-09,In Transit
6105,FedEx,2023-06-09,Pending
8534,DHL,2023-06-08,Pending
9111,USPS,2023-06-08,Pending
1600,UPS,2023-06-04,In Transit
7450,UPS,2023-06-05,Delivered
8544,USPS,2023-06-10,In Transit
6712,DHL,2023-06-07,In Transit
7610,FedEx,2023-06-09,In Transit
1492,FedEx,2023-06-07,Delivered
2338,FedEx,2023-06-05,In Transit
9764,USPS,2023-06-04,Pending
4612,DHL,2023-06-09,Delivered
9394,DHL,2023-06-10,Delivered
2849,UPS,2023-06-09,In Transit
5103,USPS,2023-06-10,Delivered
7787,USPS,2023-06-07,Pending
3929,UPS,2023-06-04,Pending
2788,DHL,2023-06-09,In Transit
8773,USPS,2023-06-09,In Transit
7759,UPS,2023-06-10,In Transit
5152,FedEx,2023-06-08,Delivered
8724,USPS,2023-06-07,Delivered
4246,FedEx,2023-06-10,Pending
8291,FedEx,2023-06-04,Delivered
9587,UPS,2023-06-10,In Transit
7961,FedEx,2023-06-04,In Transit
5906,USPS,2023-06-06,Pending
9366,FedEx,2023-06-07,Pending
4831,USPS,2023-06-07,Delivered
7289,FedEx,2023-06-07,Pending
7608,DHL,2023-06-10,Delivered
1150,USPS,2023-06-08,In Transit
6842,DHL,2023-06-07,In Transit
4050,FedEx,2023-06-06,In Transit
9597,USPS,2023-06-10,In Transit
5275,FedEx,2023-06-08,In Transit
1555,DHL,2023-06-06,In Transit
8997,UPS,2023-06-09,Delivered
1421,DHL,2023-06-06,In Transit
5209,DHL,2023-06-10,Pending
9517,DHL,2023-06-08,In Transit
9171,USPS,2023-06-08,Pending
2456,USPS,2023-06-08,Pending
1075,FedEx,2023-06-09,In Transit
8304,USPS,2023-06-05,In Transit
8275,USPS,2023-06-10,Pending
1230,UPS,2023-06-10,Pending
6481,FedEx,2023-06-09,Pending
6610,DHL,2023-06-10,Pending
6149,DHL,2023-06-07,Delivered
1789,UPS,2023-06-10,In Transit
7146,DHL,2023-06-07,Pending
1422,DHL,2023-06-09,Pending
6119,USPS,2023-06-05,Pending
6814,UPS,2023-06-09,Delivered
6124,UPS,2023-06-05,Pending
6318,USPS,2023-06-09,Pending
1657,FedEx,2023-06-08,Pending
5557,DHL,2023-06-08,Delivered
2797,UPS,2023-06-07,Pending
7141,UPS,2023-06-10,Pending
8917,FedEx,2023-06-06,Delivered
3219,FedEx,2023-06-08,Pending
2738,UPS,2023-06-08,Pending
1467,DHL,2023-06-09,In Transit
5606,DHL,2023-06-07,In Transit
3935,USPS,2023-06-04,Pending
5043,DHL,2023-06-07,Pending
6266,USPS,2023-06-05,Delivered
5525,FedEx,2023-06-06,Delivered
8452,DHL,2023-06-06,Pending
4940,DHL,2023-06-09,Delivered
6094,DHL,2023-06-09,Pending
8597,DHL,2023-06-06,In Transit
2614,DHL,2023-06-08,In Transit
8026,FedEx,2023-06-04,Delivered
6031,UPS,2023-06-06,Delivered
9089,DHL,2023-06-10,In Transit
2084,DHL,2023-06-06,Pending
9277,UPS,2023-06-09,Delivered
6968,FedEx,2023-06-08,In Transit
3521,USPS,2023-06-04,In Transit
5872,DHL,2023-06-06,Pending
5858,FedEx,2023-06-10,In Transit
3145,UPS,2023-06-06,In Transit
2512,USPS,2023-06-10,Pending
5064,USPS,2023-06-04,Pending
8069,UPS,2023-06-10,In Transit
1512,USPS,2023-06-09,Pending
4282,FedEx,2023-06-04,In Transit
4824,USPS,2023-06-09,Delivered
4487,FedEx,2023-06-04,Delivered
9675,USPS,2023-06-09,In Transit
7004,FedEx,2023-06-05,Pending
4188,FedEx,2023-06-05,Pending
6265,DHL,2023-06-09,In Transit
7705,USPS,2023-06-10,In Transit
2203,USPS,2023-06-04,In Transit
1631,UPS,2023-06-06,Delivered
4789,DHL,2023-06-04,Delivered
9254,UPS,2023-06-04,Pending
5735,FedEx,2023-06-04,Delivered
6843,UPS,2023-06-10,Delivered
9990,USPS,2023-06-04,Pending
9473,UPS,2023-06-05,In Transit
3617,UPS,2023-06-08,Pending
2505,FedEx,2023-06-06,Pending
5037,USPS,2023-06-06,In Transit
7676,FedEx,2023-06-04,Delivered
4907,UPS,2023-06-10,Delivered
4026,USPS,2023-06-04,Delivered
1571,DHL,2023-06-05,Pending
3824,DHL,2023-06-06,In Transit
3368,UPS,2023-06-10,Delivered
1400,FedEx,2023-06-07,In Transit
3131,FedEx,2023-06-06,Delivered
8361,USPS,2023-06-05,In Transit
5372,UPS,2023-06-06,In Transit
2248,USPS,2023-06-08,Delivered
4830,FedEx,2023-06-09,Pending
1935,UPS,2023-06-10,Pending
7884,USPS,2023-06-09,Delivered
2039,UPS,2023-06-08,Delivered
6908,FedEx,2023-06-09,Pending
9402,UPS,2023-06-05,Delivered
6803,FedEx,2023-06-10,Pending
4419,FedEx,2023-06-10,In Transit
2728,UPS,2023-06-08,Delivered
3746,FedEx,2023-06-10,Delivered
4566,USPS,2023-06-06,In Transit
6214,FedEx,2023-06-09,Delivered
1321,UPS,2023-06-06,Pending
6149,FedEx,2023-06-08,Delivered
5622,FedEx,2023-06-08,Pending
9228,DHL,2023-06-06,Delivered
7760,FedEx,2023-06-05,Pending
7549,USPS,2023-06-04,Pending
5075,DHL,2023-06-05,Pending
4812,FedEx,2023-06-07,Pending
1163,USPS,2023-06-10,Delivered
4582,UPS,2023-06-05,Pending
6524,DHL,2023-06-07,Delivered
1751,UPS,2023-06-06,In Transit
2418,UPS,2023-06-06,In Transit
3563,USPS,2023-06-05,Delivered
9514,DHL,2023-06-05,Pending
1558,USPS,2023-06-06,In Transit
8633,USPS,2023-06-08,Pending
2119,USPS,2023-06-04,Pending
6191,UPS,2023-06-05,In Transit
9920,DHL,2023-06-07,Pending
6177,FedEx,2023-06-06,Delivered
8620,DHL,2023-06-04,Pending
2072,UPS,2023-06-08,Pending
1345,USPS,2023-06-06,Pending
3566,USPS,2023-06-05,Pending
1689,UPS,2023-06-07,In Transit
8744,DHL,2023-06-05,In Transit
3965,FedEx,2023-06-08,Delivered
1593,DHL,2023-06-07,Delivered
8739,USPS,2023-06-09,In Transit
7980,FedEx,2023-06-05,Delivered
3061,FedEx,2023-06-08,Delivered
2906,UPS,2023-06-04,Delivered
6705,FedEx,2023-06-05,Delivered
3192,UPS,2023-06-06,Delivered
7193,DHL,2023-06-08,In Transit
4156,UPS,2023-06-09,Delivered
9878,USPS,2023-06-09,In Transit
5500,DHL,2023-06-09,Pending
1277,USPS,2023-06-09,Pending
6357,UPS,2023-06-05,In Transit
6056,USPS,2023-06-10,Pending
7933,UPS,2023-06-09,Delivered
4843,FedEx,2023-06-10,Pending
3835,USPS,2023-06-05,Delivered
3453,FedEx,2023-06-09,Delivered
6678,DHL,2023-06-07,Pending
5770,DHL,2023-06-04,In Transit
9199,DHL,2023-06-09,In Transit
2334,FedEx,2023-06-07,In Transit
4368,USPS,2023-06-07,Delivered
1159,DHL,2023-06-07,Pending
1078,USPS,2023-06-07,Pending
8328,DHL,2023-06-04,Delivered
8630,DHL,2023-06-10,Delivered
4404,USPS,2023-06-10,Delivered
7013,UPS,2023-06-07,Pending
2977,USPS,2023-06-06,In Transit
6191,UPS,2023-06-10,Delivered
1263,FedEx,2023-06-08,Pending
6131,FedEx,2023-06-10,In Transit
7493,UPS,2023-06-04,In Transit
2677,FedEx,2023-06-05,Pending
9531,USPS,2023-06-04,In Transit
4487,FedEx,2023-06-08,Pending
3617,UPS,2023-06-10,In Transit
4057,USPS,2023-06-10,In Transit
8148,USPS,2023-06-07,In Transit
1019,FedEx,2023-06-09,Pending
2081,UPS,2023-06-10,Delivered
4310,USPS,2023-06-05,In Transit
1756,USPS,2023-06-06,In Transit
7732,DHL,2023-06-08,In Transit
8963,USPS,2023-06-07,Delivered
3034,USPS,2023-06-10,In Transit
2146,FedEx,2023-06-07,Delivered
9575,USPS,2023-06-04,Pending
8633,USPS,2023-06-06,Delivered
1345,UPS,2023-06-10,Delivered
2261,USPS,2023-06-08,Delivered
1203,DHL,2023-06-09,In Transit
7369,DHL,2023-06-07,Delivered
9884,FedEx,2023-06-09,Delivered
1993,UPS,2023-06-05,Delivered
5712,FedEx,2023-06-07,Delivered
2740,UPS,2023-06-09,In Transit
8230,FedEx,2023-06-06,In Transit
3706,UPS,2023-06-09,In Transit
1031,USPS,2023-06-08,In Transit
8185,DHL,2023-06-05,Delivered
9360,DHL,2023-06-05,Pending
5433,FedEx,2023-06-10,Delivered
8730,USPS,2023-06-05,Delivered
9219,DHL,2023-06-06,Pending
4643,UPS,2023-06-08,Delivered
9464,UPS,2023-06-10,Delivered
7625,UPS,2023-06-06,Pending
2180,USPS,2023-06-07,Delivered
3304,FedEx,2023-06-08,In Transit
6153,USPS,2023-06-10,In Transit
3671,FedEx,2023-06-04,In Transit
3698,UPS,2023-06-06,Delivered
3199,DHL,2023-06-07,In Transit
4196,FedEx,2023-06-04,Delivered
5602,UPS,2023-06-05,In Transit
6217,USPS,2023-06-04,Pending
6512,USPS,2023-06-08,Delivered
8741,UPS,2023-06-04,In Transit
1315,USPS,2023-06-07,In Transit
8712,UPS,2023-06-09,Pending
7461,FedEx,2023-06-10,Pending
7966,USPS,2023-06-08,Delivered
8603,DHL,2023-06-09,In Transit
4492,UPS,2023-06-08,Delivered
9486,DHL,2023-06-04,Delivered
3509,DHL,2023-06-08,In Transit
1532,FedEx,2023-06-09,In Transit
8447,UPS,2023-06-04,Delivered
4804,FedEx,2023-06-04,Pending
7727,FedEx,2023-06-08,In Transit
2917,DHL,2023-06-04,Delivered
9779,UPS,2023-06-07,Pending
7869,FedEx,2023-06-09,Delivered
1226,DHL,2023-06-05,Delivered
1547,USPS,2023-06-04,Pending
7812,UPS,2023-06-08,In Transit
6666,USPS,2023-06-08,Pending
2169,DHL,2023-06-09,Delivered
2652,DHL,2023-06-09,Pending
8277,USPS,2023-06-10,In Transit
5518,FedEx,2023-06-08,Pending
8775,UPS,2023-06-07,Delivered
9947,FedEx,2023-06-05,Delivered
5488,DHL,2023-06-09,Delivered
1741,FedEx,2023-06-07,Delivered
6175,UPS,2023-06-08,In Transit
7159,UPS,2023-06-09,Pending
1778,USPS,2023-06-04,Pending
5082,DHL,2023-06-04,Pending
9158,USPS,2023-06-09,Pending
4514,DHL,2023-06-04,Pending
7755,USPS,2023-06-10,In Transit
6379,FedEx,2023-06-05,Delivered
8493,UPS,2023-06-05,Delivered
3310,FedEx,2023-06-04,Delivered
4538,DHL,2023-06-09,Delivered
9851,UPS,2023-06-08,Delivered
3158,USPS,2023-06-06,Pending
2316,UPS,2023-06-07,Delivered
1126,UPS,2023-06-05,In Transit
2324,USPS,2023-06-05,Pending
4781,FedEx,2023-06-08,Delivered
2547,UPS,2023-06-05,Delivered
4293,UPS,2023-06-06,Delivered
9639,DHL,2023-06-07,Pending
4529,DHL,2023-06-07,Delivered
8001,UPS,2023-06-10,Delivered
4025,DHL,2023-06-06,Pending
6544,USPS,2023-06-07,In Transit
2622,FedEx,2023-06-10,Delivered
5770,FedEx,2023-06-05,In Transit
4894,DHL,2023-06-06,Pending
8994,UPS,2023-06-06,In Transit
8752,FedEx,2023-06-08,Pending
4732,UPS,2023-06-05,Delivered
3478,UPS,2023-06-08,In Transit
6940,FedEx,2023-06-05,In Transit
3884,USPS,2023-06-08,Pending
6370,USPS,2023-06-06,In Transit
1567,FedEx,2023-06-10,In Transit
6273,DHL,2023-06-10,Pending
3482,USPS,2023-06-07,Pending
1325,USPS,2023-06-08,In Transit
6822,USPS,2023-06-07,In Transit
9488,FedEx,2023-06-06,Pending
4395,USPS,2023-06-08,Pending
3468,USPS,2023-06-05,Delivered
4797,DHL,2023-06-04,Delivered
5253,DHL,2023-06-10,Pending
3862,USPS,2023-06-10,In Transit
9615,UPS,2023-06-07,In Transit
7496,UPS,2023-06-10,Delivered
5057,DHL,2023-06-06,Pending
2240,USPS,2023-06-10,In Transit
8184,FedEx,2023-06-06,Pending
6167,UPS,2023-06-04,Delivered
2839,UPS,2023-06-10,In Transit
6321,UPS,2023-06-06,Pending
2998,UPS,2023-06-04,Delivered
9169,UPS,2023-06-09,Delivered
6233,DHL,2023-06-10,Pending
2240,USPS,2023-06-09,Pending
7200,FedEx,2023-06-09,Delivered
6153,USPS,2023-06-07,Pending
9671,FedEx,2023-06-06,In Transit
3969,FedEx,2023-06-10,Pending
3254,UPS,2023-06-07,In Transit
9115,USPS,2023-06-05,Pending
2183,UPS,2023-06-06,In Transit
3975,USPS,2023-06-10,Pending
1283,UPS,2023-06-10,In Transit
5625,DHL,2023-06-10,In Transit
2149,UPS,2023-06-10,In Transit
7672,UPS,2023-06-06,Delivered
2150,DHL,2023-06-06,Delivered
6666,DHL,2023-06-09,In Transit
3814,DHL,2023-06-10,In Transit
4871,UPS,2023-06-05,In Transit
9502,DHL,2023-06-07,In Transit
5365,FedEx,2023-06-08,Delivered
2932,USPS,2023-06-09,Pending
6007,FedEx,2023-06-06,Pending
9613,USPS,2023-06-06,In Transit
9220,USPS,2023-06-04,Delivered
2066,DHL,2023-06-10,Delivered
6196,FedEx,2023-06-06,In Transit
2233,UPS,2023-06-07,Delivered
4140,DHL,2023-06-07,In Transit
8910,FedEx,2023-06-05,Delivered
6892,USPS,2023-06-04,In Transit
5243,USPS,2023-06-09,Pending
9309,USPS,2023-06-05,In Transit
8779,UPS,2023-06-05,In Transit
2645,FedEx,2023-06-08,Delivered
2435,DHL,2023-06-04,In Transit
8569,UPS,2023-06-04,In Transit
2095,UPS,2023-06-07,In Transit
2211,UPS,2023-06-04,Delivered
1363,FedEx,2023-06-05,Pending
9153,FedEx,2023-06-09,Delivered
5450,UPS,2023-06-10,Delivered
7447,USPS,2023-06-04,In Transit
9538,FedEx,2023-06-06,Pending
8177,FedEx,2023-06-10,In Transit
7514,USPS,2023-06-07,Pending
2332,FedEx,2023-06-05,Delivered
6950,FedEx,2023-06-05,Pending
1542,FedEx,2023-06-06,Delivered
2069,DHL,2023-06-10,In Transit
2284,DHL,2023-06-07,Pending
8618,FedEx,2023-06-08,Pending
9863,USPS,2023-06-09,In Transit
6234,FedEx,2023-06-05,Pending
2980,USPS,2023-06-05,Pending
3112,FedEx,2023-06-08,Delivered
6260,FedEx,2023-06-07,In Transit
2024,USPS,2023-06-07,Delivered
9147,DHL,2023-06-08,Delivered
4825,UPS,2023-06-04,In Transit
8639,DHL,2023-06-05,Delivered
2642,DHL,2023-06-05,In Transit
7640,DHL,2023-06-09,Delivered
9087,UPS,2023-06-09,Delivered
2880,USPS,2023-06-08,In Transit
4872,DHL,2023-06-05,Pending
2164,USPS,2023-06-04,Pending
9365,UPS,2023-06-05,Delivered
1622,UPS,2023-06-09,Delivered
9118,FedEx,2023-06-04,Pending
4947,DHL,2023-06-09,Pending
9374,USPS,2023-06-10,In Transit
1533,DHL,2023-06-10,Pending
3699,DHL,2023-06-09,In Transit
5018,DHL,2023-06-04,Pending
7821,DHL,2023-06-05,Pending
6947,UPS,2023-06-06,Delivered
6571,USPS,2023-06-07,In Transit
7100,USPS,2023-06-06,Delivered
3634,UPS,2023-06-04,In Transit
4657,DHL,2023-06-05,Pending
8729,USPS,2023-06-10,In Transit
1064,USPS,2023-06-08,In Transit
8181,USPS,2023-06-09,In Transit
3939,UPS,2023-06-05,Pending
6431,FedEx,2023-06-09,In Transit
7288,DHL,2023-06-07,Pending
9863,FedEx,2023-06-06,Delivered
2391,FedEx,2023-06-09,In Transit
7187,FedEx,2023-06-06,Pending
2501,USPS,2023-06-06,Delivered
9579,FedEx,2023-06-10,In Transit
7807,UPS,2023-06-09,Pending
3931,UPS,2023-06-04,Delivered
5612,DHL,2023-06-06,In Transit
4586,DHL,2023-06-04,In Transit
3532,DHL,2023-06-04,Pending
6759,USPS,2023-06-04,In Transit
2491,DHL,2023-06-04,In Transit
1342,USPS,2023-06-10,Delivered
9999,USPS,2023-06-07,Pending
6202,DHL,2023-06-10,In Transit
1564,UPS,2023-06-08,In Transit
1428,USPS,2023-06-07,In Transit
8085,UPS,2023-06-08,Delivered
9378,DHL,2023-06-07,In Transit
2692,DHL,2023-06-04,Delivered
6563,DHL,2023-06-05,Delivered
3371,FedEx,2023-06-04,In Transit
5602,FedEx,2023-06-10,In Transit
7906,USPS,2023-06-10,Delivered
8709,USPS,2023-06-07,Delivered
5737,FedEx,2023-06-06,Delivered
1100,UPS,2023-06-09,Pending
8333,USPS,2023-06-10,Delivered
8197,UPS,2023-06-10,Delivered
9085,DHL,2023-06-04,Pending
5361,FedEx,2023-06-10,Delivered
6401,UPS,2023-06-04,In Transit
5398,DHL,2023-06-04,In Transit
8994,FedEx,2023-06-07,Delivered
2182,DHL,2023-06-10,Delivered
6094,UPS,2023-06-09,In Transit
5403,UPS,2023-06-07,In Transit
3263,DHL,2023-06-07,Delivered
5645,UPS,2023-06-08,Pending
2583,USPS,2023-06-10,Pending
4689,UPS,2023-06-07,In Transit
8764,UPS,2023-06-05,In Transit
9094,UPS,2023-06-05,In Transit
9784,FedEx,2023-06-07,Delivered
5931,USPS,2023-06-06,In Transit
4984,FedEx,2023-06-10,In Transit
7813,FedEx,2023-06-06,In Transit
4998,USPS,2023-06-06,Pending
7690,USPS,2023-06-07,Pending
4656,DHL,2023-06-08,In Transit
5808,FedEx,2023-06-07,Pending
6127,UPS,2023-06-04,Delivered
1848,DHL,2023-06-08,Delivered
9256,USPS,2023-06-04,In Transit
5977,FedEx,2023-06-10,In Transit
8253,DHL,2023-06-07,In Transit
3229,UPS,2023-06-07,Delivered
8782,USPS,2023-06-06,Pending
4344,USPS,2023-06-08,Delivered
1902,USPS,2023-06-04,Pending
1416,UPS,2023-06-10,In Transit
2063,UPS,2023-06-09,In Transit
3608,FedEx,2023-06-08,Delivered
8533,UPS,2023-06-05,In Transit
4011,FedEx,2023-06-09,Delivered
5224,DHL,2023-06-08,Pending
2200,FedEx,2023-06-08,In Transit
7167,DHL,2023-06-08,In Transit
6829,UPS,2023-06-04,Pending
3607,DHL,2023-06-07,In Transit
9381,USPS,2023-06-04,Delivered
9094,UPS,2023-06-10,In Transit
2812,FedEx,2023-06-09,In Transit
6362,UPS,2023-06-05,Delivered
4931,USPS,2023-06-06,Pending
2659,USPS,2023-06-04,In Transit
2773,USPS,2023-06-07,Pending
1565,FedEx,2023-06-05,Delivered
6593,USPS,2023-06-05,In Transit
2113,DHL,2023-06-04,In Transit
3983,UPS,2023-06-06,Pending
3153,DHL,2023-06-09,Pending
9924,USPS,2023-06-06,Pending
7950,USPS,2023-06-09,In Transit
9170,USPS,2023-06-04,Pending
3421,FedEx,2023-06-07,Delivered
7580,DHL,2023-06-07,Delivered
3224,FedEx,2023-06-09,Pending
4361,USPS,2023-06-08,Pending
4214,UPS,2023-06-09,In Transit
8526,FedEx,2023-06-07,Pending
5860,FedEx,2023-06-07,Delivered
8976,FedEx,2023-06-07,Pending
9972,USPS,2023-06-09,In Transit
6637,UPS,2023-06-10,Pending
4125,FedEx,2023-06-05,In Transit
2662,UPS,2023-06-06,Delivered
2136,DHL,2023-06-10,Delivered
7779,USPS,2023-06-06,Pending
8179,UPS,2023-06-04,In Transit
9005,UPS,2023-06-10,Delivered
9272,USPS,2023-06-10,In Transit
3393,FedEx,2023-06-04,Delivered
6166,USPS,2023-06-08,Pending
3802,USPS,2023-06-08,Delivered
8417,USPS,2023-06-10,In Transit
8637,USPS,2023-06-05,Pending
3117,FedEx,2023-06-10,Pending
9797,USPS,2023-06-06,In Transit
3186,FedEx,2023-06-06,Pending
2677,USPS,2023-06-06,Delivered
9307,DHL,2023-06-09,In Transit
9673,DHL,2023-06-04,Pending
4515,USPS,2023-06-09,Delivered
4055,DHL,2023-06-05,In Transit
6054,USPS,2023-06-07,Delivered
9798,DHL,2023-06-04,Pending
6086,FedEx,2023-06-05,Pending
8296,USPS,2023-06-04,In Transit
1979,USPS,2023-06-07,Delivered
1087,USPS,2023-06-09,Pending
2139,DHL,2023-06-10,Delivered
6451,UPS,2023-06-08,In Transit
3987,FedEx,2023-06-10,Pending
4011,FedEx,2023-06-09,In Transit
2728,DHL,2023-06-05,Pending
1157,DHL,2023-06-06,Delivered
2527,UPS,2023-06-05,Pending
6778,FedEx,2023-06-09,In Transit
4756,DHL,2023-06-05,In Transit
8249,UPS,2023-06-10,In Transit
6490,FedEx,2023-06-10,Pending
2110,USPS,2023-06-04,Delivered
4758,DHL,2023-06-07,In Transit
2776,DHL,2023-06-04,Pending
5769,UPS,2023-06-10,Pending
6752,DHL,2023-06-10,In Transit
7892,UPS,2023-06-07,In Transit
1268,USPS,2023-06-04,Delivered
8362,FedEx,2023-06-10,Delivered
2831,UPS,2023-06-09,Delivered
1426,DHL,2023-06-04,In Transit
1810,USPS,2023-06-05,Pending
9021,UPS,2023-06-05,In Transit
6748,USPS,2023-06-04,In Transit
9537,UPS,2023-06-06,Delivered
2412,DHL,2023-06-09,Pending
3252,FedEx,2023-06-06,Pending
9297,DHL,2023-06-09,In Transit
9371,USPS,2023-06-04,Delivered
6708,DHL,2023-06-10,In Transit
5362,DHL,2023-06-06,Delivered
6761,FedEx,2023-06-05,Pending
9091,FedEx,2023-06-07,Pending
7879,FedEx,2023-06-09,In Transit
7978,FedEx,2023-06-04,Pending
3381,UPS,2023-06-09,Delivered
2631,UPS,2023-06-07,Delivered
3000,UPS,2023-06-08,Pending
4822,USPS,2023-06-06,Pending
5518,DHL,2023-06-10,Delivered
9974,UPS,2023-06-08,Pending
3262,USPS,2023-06-05,In Transit
3514,DHL,2023-06-04,In Transit
4761,FedEx,2023-06-08,Delivered
6593,USPS,2023-06-09,In Transit
5714,UPS,2023-06-05,In Transit
8576,UPS,2023-06-10,Pending
2148,UPS,2023-06-09,Pending
8701,DHL,2023-06-05,Delivered
2634,USPS,2023-06-07,Pending
8057,FedEx,2023-06-04,Pending
2255,DHL,2023-06-09,Delivered
2023,DHL,2023-06-10,Delivered
8603,USPS,2023-06-08,Pending
3688,DHL,2023-06-08,In Transit
1994,FedEx,2023-06-09,Delivered
5715,UPS,2023-06-09,Pending
6009,DHL,2023-06-08,Delivered
6463,DHL,2023-06-05,In Transit
2356,DHL,2023-06-09,Pending
6280,UPS,2023-06-05,In Transit
6262,FedEx,2023-06-08,Pending
2746,USPS,2023-06-09,In Transit
6675,USPS,2023-06-06,In Transit
4361,USPS,2023-06-04,In Transit
4244,FedEx,2023-06-05,Pending
3059,UPS,2023-06-06,Delivered
5134,FedEx,2023-06-05,Pending
7398,DHL,2023-06-05,Delivered
6341,USPS,2023-06-06,Delivered
1728,FedEx,2023-06-06,Delivered
7096,UPS,2023-06-05,Pending
9264,USPS,2023-06-06,In Transit
7307,DHL,2023-06-04,Pending
3614,UPS,2023-06-04,Pending
6939,DHL,2023-06-08,Delivered
1779,USPS,2023-06-05,Pending
5652,USPS,2023-06-05,Pending
9123,UPS,2023-06-07,Pending
2625,DHL,2023-06-10,In Transit
9913,DHL,2023-06-09,Delivered
2514,FedEx,2023-06-10,In Transit
2022,DHL,2023-06-08,Delivered
1964,UPS,2023-06-04,Pending
1201,UPS,2023-06-08,Delivered
9975,DHL,2023-06-09,Delivered
7582,UPS,2023-06-07,Pending
9792,UPS,2023-06-04,In Transit
3997,UPS,2023-06-06,Delivered
7601,DHL,2023-06-08,Delivered
2426,UPS,2023-06-10,Pending
3256,USPS,2023-06-04,In Transit
8816,USPS,2023-06-08,Delivered
7486,UPS,2023-06-10,In Transit
2957,FedEx,2023-06-08,In Transit
9805,FedEx,2023-06-05,Delivered
7523,UPS,2023-06-07,Pending
3214,USPS,2023-06-10,In Transit
9854,USPS,2023-06-09,Delivered
2465,DHL,2023-06-08,Delivered
4246,FedEx,2023-06-08,Delivered
4295,FedEx,2023-06-06,Pending
7150,USPS,2023-06-07,In Transit
3498,FedEx,2023-06-05,Pending
9440,USPS,2023-06-05,Pending
9512,DHL,2023-06-10,Pending
2946,DHL,2023-06-07,In Transit
4365,UPS,2023-06-05,In Transit
1441,USPS,2023-06-08,Delivered
7636,UPS,2023-06-04,Pending
1374,UPS,2023-06-06,Delivered
8479,FedEx,2023-06-10,Delivered
3990,USPS,2023-06-05,Pending
3123,DHL,2023-06-04,Pending
4533,DHL,2023-06-04,Delivered
8414,DHL,2023-06-08,Pending
5193,FedEx,2023-06-08,In Transit
9487,USPS,2023-06-04,In Transit
4531,UPS,2023-06-07,In Transit
7777,FedEx,2023-06-08,In Transit
4788,DHL,2023-06-09,Delivered
5529,UPS,2023-06-04,Delivered
5158,UPS,2023-06-10,In Transit
9737,USPS,2023-06-05,Pending
8166,DHL,2023-06-10,Pending
4747,USPS,2023-06-10,Pending
6270,DHL,2023-06-05,Delivered
3064,FedEx,2023-06-05,In Transit
6942,UPS,2023-06-09,In Transit
6400,UPS,2023-06-10,In Transit
7331,DHL,2023-06-07,Delivered
5505,DHL,2023-06-10,Delivered
2531,UPS,2023-06-09,Delivered
5274,USPS,2023-06-10,Pending
